customer_tweet_id,customer_text,response_text,gold_intent,label_status
503405,"@AmazonHelp No, just says a carrier delay has occurred. Which means it won't get to me today. I'm having it shipped to my work, which means now I won't get it until Monday, almost a week after ordering.",@235303 Have you tried contacting the carrier to look into the delay? You can do so here: https://t.co/NjBp7K9TTv ^MH,device_setup,SEED_REVIEW_REQUIRED
626880,"@AmazonHelp No use, can't bring back this day until next year. Leave it. At best try to deliver at earliest.",@268454 I understand it is very disappointing. Request you to fill the details so that we can check and help you out from our end. ^NK,device_setup,SEED_REVIEW_REQUIRED
280910,@115850 Hi. Is the app down ? Unable to login since morning.,@182934 We've checked and see that the app is working fine. Kindly re-try by uninstalling and reinstalling the app. (1/2)^AP,account_access,SEED_REVIEW_REQUIRED
142093,"Three emails later and @115850 support is still beating around the bush about why they're now asking for only Aadhaar. Hey @115851, this is not the customer service we've gotten used to the past couple of years. 😑 https://t.co/qmGOpPXQAv","@148056 I get your disappointment. However, Could you please confirm if you've shared the required details through the link provided? For better assistance. 

Please dont share your account details as we consider it to be perosnal information. Our Twiiter page is public. ^KH",order_delivery,SEED_REVIEW_REQUIRED
384535,@115850 Why on earth has my order been declined despite payment being processed by my bank? Ridiculous policy. Need a response NOW.,@207044 I completely understand your disappointment. Kindly contact us here https://t.co/00q4Sqj9zL and we'll look into it. ^RD,billing_payment,SEED_REVIEW_REQUIRED
206711,@AmazonHelp please help change my region back in Amazon flex. No support or moving pre-internet slow,@164958 We can't access the account with Twitter so please reach out to us again in your Flex app. Keep us posted! ^DD,connectivity,SEED_REVIEW_REQUIRED
268135,"@AmazonHelp.KEEPS https://t.co/PBeyWcdrLy something tht says Prime shipping,by the time I'm thru checkout, prime has gone and a week 2 ship!",@179930 Is the item in your cart from a Prime eligible seller? Does the account you're logged into have Prime? ^GM,prime_subscription,SEED_REVIEW_REQUIRED
480454,"@AmazonHelp I have already contacted customer services and they're investigating, but there were two items. All I had was ""left with resident"", no other details as to who, where, or why. No attempt to even call my mobile. All I can say is whoever your courier is in Banbury - stop using them!",@229181 Please keep us posted on this issue. If there is anything else we can do while the investigation is under way let us know.^SM,product_purchase,SEED_REVIEW_REQUIRED
134955,@AmazonHelp Of course it is your intention to delay refunds. Not the first time I am facing hassles to get my money back from @115850 Now @AmazonHelp wants another 12 hours.,"@146417 I apologize for the disappointment, Kanchan. We have not yet received your detail. Request you to share your details through the secured link provided earlier so that we can look into this issue and assist accordingly. ^SM",refund_return,SEED_REVIEW_REQUIRED
328716,@115850 hey guys how can I change the default Kindle device ? I have a couple of devices in my account and it annoying each and every time to change the device. I want to set one I use more frequently as a default one to send the sample or purchased books directly,@194377 I understand your concern. Please report this to our support team here: https://t.co/FCiOB9HNus. They'll assist you further. ^JS,feature_howto,SEED_REVIEW_REQUIRED
395469,@AmazonHelp Ive been offered a refund but I don’t want a refund. i want the product I paid for replaced at the PRICE I paid for.,@209605 I'm sorry for the inconvenience this has caused. Not all items are eligible for replacement: https://t.co/OjjozvFUur ^CE,refund_return,SEED_REVIEW_REQUIRED
64228,"I return my order by DTDC courier that's the courier receipt, Amazon India say you send your product on courier than Amazon pay your courier charges
My total courier charges is 170 RS
But Amazon India refund only 40 RS. I requested you
Pay my 170rs as soon as possible@AmazonHelp https://t.co/FCTdiTIVHm","@130737 That doesn't sound right! Usually, full return shipping charges will be refunded to the Amazon Pay Balance account. Please call us here: https://t.co/vlvfJr4nN9 &amp; we'll look into this. (1/2)^SF",refund_return,SEED_REVIEW_REQUIRED
111865,@AmazonHelp It does not work. There is no wwe network app in the Fire 10 store,"@140841 I'm sorry to hear it's not available on your device, Greg! In this case, it's best to let the developer know by sending feedback to: __email__. Please let us know if there's anything else we can do to help! ^CS",connectivity,SEED_REVIEW_REQUIRED
179519,@AmazonHelp See.. first of all I don't even care for al such privacy..you have given me chance to post my details on a public page..,@158284 I understand waiting could be tiresome. Our team is working on it and we'll reach out to you soon. ^MM,security_privacy,SEED_REVIEW_REQUIRED
138088,@AmazonHelp Sold by Kmtom and fulfilled by Amazon. Baleaf 210D Oxford bike cover. But on website it now says Nov 29-Dec 4. My tweet was from phone msg.,"@147107 Sounds like we're waiting for some to arrive. If it comes into the warehouse sooner than noted on the site, we'll e-mail you with an update. ^KI",app_service_failure,SEED_REVIEW_REQUIRED
249080,.@120533 Donc ça coûte toujours plus cher d'acheter un livre pour Kindle que de se le faire livrer en version papier? 🤦🏻‍♂️ https://t.co/lSIhDKU9j5,@175179 Les éditeurs fixent eux-mêmes le prix de leurs ebooks conformément à la loi applicable . ^BR,device_setup,SEED_REVIEW_REQUIRED
423533,@AmazonHelp @115850 Just tell what u have done regarding my order publicly,@215826 We'll not be able to view your order details via twitter. Kindly fill in your details as asked above and we'll help you. ^MM,other_escalate,SEED_REVIEW_REQUIRED
425135,@AmazonHelp Sent. Kindly resolve this on immediate basis.,@134321 Thanks a bunch for dropping your details. We shall do our part and reach out at the earliest. ^CB,other_escalate,SEED_REVIEW_REQUIRED
725951,@AmazonHelp ご対応ありがとうございます。商品を再度確認の上、問合せをさせていただきます。,@293899 お手数をおかけいたしますが、よろしくお願いいたします。 RI,other_escalate,SEED_REVIEW_REQUIRED
576001,"I have gone twice to their service center...They are telling. That it might have occurred due to over charge, @3977 @115850 @132130 , it is not expected of you, big brands playing with our life. https://t.co/JG2BipLlbu","@255531 that can be produced at any authorized service center across India. In case any service center refuses to honor the warranty, please get back to us with a service denial letter and we'll look into this for you. (2/2) ^VM",billing_payment,SEED_REVIEW_REQUIRED
574521,Hi my account was hacked @115821 @AmazonHelp,"@255132 I'm so sorry for the trouble with your account! Please reach out to us here: https://t.co/R2bY4sknXw, so we can look into this for you. ^JN",security_privacy,SEED_REVIEW_REQUIRED
238565,Remember when @115851 &amp; @115821 used to actually make their delivery promises? Now all you get is hollow apologies for the inconvenience,"@172748 W/out giving any order/account specific details, can you let us know what happened please? ^KM",order_delivery,SEED_REVIEW_REQUIRED
21858,"@AmazonHelp OKAY, now I get ""connection timed out"", does GFW play a part here? (I'm in China). Even though, why ""wrong password""?","@120765 Hi. If you get in touch: https://t.co/hApLpMlfHN, we'll be happy to look into this with you. ^DC",account_access,SEED_REVIEW_REQUIRED
376588,@115821 There's a reason why I ordered one day shipping bc I need it ASAP but no you just had to screwed up @115821,@205333 I'm sorry you didn't receive your stylus! Have you contacted us for available options? ^AM,order_delivery,SEED_REVIEW_REQUIRED
573989,"Dear @115850  if there is any price error ! Is it my responsibility or URS ! To correct it ! I have booked a product in price error i should have get it ! Because i have ordered item through you  ( or any compensation ) 
I m right ? @115850","@254967 The pricing and offers are decision of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. We do not offer any compensation, I will be sure to pass your feedback. ^BS",product_purchase,SEED_REVIEW_REQUIRED
652,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,@115838 Oh no! We want to hear more about your experience with AMZL. Please provide your feedback here: https://t.co/hApLpMlfHN ^SH,security_privacy,SEED_REVIEW_REQUIRED
423815,@117634 @137341 I'm thinking of buying one....,@190607 Thank you for the feedback. I shall forward it to the concerned team for review. How could you assist further? ^HR,product_purchase,SEED_REVIEW_REQUIRED
233493,@AmazonHelp have been an Amazon customer for quite some time now. But this case and this attitude makes me want to never shop from you again @118702,@171584 I'm sorry for the trouble. Your feedback has been forwarded to the concerned team and they will be looking into it. ^AU,other_escalate,SEED_REVIEW_REQUIRED
351795,"@AmazonHelp but the money has already been debited from my account, how do I resolve this please","@199673 Apologies, if the parcel is returned to us you will be fully refunded: https://t.co/TMiSrniOIl. ^JJ",feature_howto,SEED_REVIEW_REQUIRED
684732,"@AmazonHelp Order date 16-Nov-2017 Order #408-5595593-8003535 Order total: 4,300.00 (2 items).
Why after delivering 1 Product your delivery guy asking for Rs 50 Extra","@283430 Sorry to know you're having trouble with the delivery of your order. Kindly report this here: https://t.co/TdDksLo6Mf. We'll look into it. Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. ^PS",product_purchase,SEED_REVIEW_REQUIRED
379716,"@18289 Seit gestern funktionieren keine Apps (Amazon Video, Mediathek und Netflix) mehr auf dem Samsung TV über RFT Kabel Internet.",@206075 Melde dich bitte telefonisch bei uns im Support: https://t.co/hE1QF1JH7V Thema 'Digitale Dienste' und Anliegen spezifizieren,connectivity,SEED_REVIEW_REQUIRED
304559,"@AmazonHelp Don't want to report this via website to seem like a serial-complainer. Got 1 pkg of four, not three. https://t.co/nnJIfh7vhr",@120034 We won't judge you. I'm sorry about the missing items! Please view options for refund/replacement here: https://t.co/Y5jpI9gRhE ^SH,app_service_failure,SEED_REVIEW_REQUIRED
455466,"@AmazonHelp I appreciate the reply @AmazonHelp - Yes, I have reviewed those but still can't get the Dot to get on the public WiFi - updated Dot firmware, but no luck",@223119 Hmm... Thank you for letting us know! Let's do some real time troubleshooting via phone or chat here: https://t.co/hApLpMlfHN. Keep us in the loop! ^BL,connectivity,SEED_REVIEW_REQUIRED
549351,@AmazonHelp can I ask a question,@212570 Of course! Ask away! Just be sure not to include any account sensitive information. We're here for you! ^KJ,feature_howto,SEED_REVIEW_REQUIRED
748676,@AmazonHelp We have spent £1000s at Amazon but no more because your delivery fails every time now. Prime is useless. Item still shows due today.,@298980 Have there been any recent tracking updates for your order: https://t.co/o7Dj9Ks9QA? Deliveries are made until 9 PM. ^MB,content_media,SEED_REVIEW_REQUIRED
716041,@AmazonHelp The android app on my Galaxy S5 2015 isn't loading anything! Neither does my browser when I try login to https://t.co/7be47frdXs,@291343 Have you tried to uninstall and then reinstall the app? This usually does the trick! Let us know! ^KJ,account_access,SEED_REVIEW_REQUIRED
134908,"@119625 Hey can we have the walking dead and big bang theory on Amazon prime?
Please bring them on ..","@146410 We don't have an announcement yet. We are working on adding new content to the Amazon Prime Video library. Keep an eye out for the Latest Movies &amp; Latest TV sections on the homepage. Further, I'll pass along your feedback to our team internally. ^GK",prime_subscription,SEED_REVIEW_REQUIRED
231779,@115850 I bought product @115821 during the great indian festival 21st to 24th sep Amazon is denying Buy now Pay next year offer on EMI. #BadAmazon😡,@171272 We will look into it. 2/2 ^SB,product_purchase,SEED_REVIEW_REQUIRED
444244,@AmazonHelp why have £1 payments been taken from both my registered debit cards?,"@220243 Hi, have you placed an order with us recently?^KI",billing_payment,SEED_REVIEW_REQUIRED
83419,@AmazonHelp Your team only best at speaking but i want result.... If today i didn't contact you dont know why my money will be back to my acc. Your whole system is fake..... Your whole team trying to make people fool and make them tired and at least by the end people forget about their money,@134326 We don't intend to keep you waiting. Our team shall reach out to you at the earliest to make things right. ^CB,other_escalate,SEED_REVIEW_REQUIRED
426993,"@AmazonHelp Bonjour. Pourriez-vous me rembourser les 50 € que vous m'avez prélevé sans me demander, alors que j'ai demandé d'arrêter Prime ?","@216560 Bonjour, Je viens de répondre à votre 1 re poste.
^YL",prime_subscription,SEED_REVIEW_REQUIRED
717167,@AmazonHelp can u tell me how and or why I can’t buy kindle books from my iPhone please? I used to be able to &amp; still have the kindle app,"@291697 (2/2) However, you can purchase through your mobile web browser. ^AC",device_setup,SEED_REVIEW_REQUIRED
562994,@AmazonHelp @25713 In addition to packages getting lost delivery drivers are entering a space that that they shouldnt be able to enter without a keycard. We have these security measures in place for safety reasons. We all LOVE shopping w/ @115821 how can we remedy this situation? 2/2,@251789 We'd like to look into this further. Please reach out to us by phone or chat here: https://t.co/hApLpMlfHN ^RR,security_privacy,SEED_REVIEW_REQUIRED
279148,"@AmazonHelp The product is not eligible for feedback! And I don't have a problem with the product. Kyon time waste karate ho, yaar.","@182573 Sorry for the confusion, do let us know if there is any issue. ^RB",product_purchase,SEED_REVIEW_REQUIRED
312811,"Shop, block ur money and get delayed delivery of goods #AmazonGreatIndianFestival worst delivery service by @115850 waste of time https://t.co/M19DhQ4LmX",@183457 Please reply to the email correspondence you've received from our team and we'll reach out to you. (2/2) ^KA,order_delivery,SEED_REVIEW_REQUIRED
627124,"@AmazonHelp  guys pathetic services ,  disaster service  i need this product any how today only. https://t.co/2nadG1dXyP",@268513 &amp; I'll reach out to you with an update at the earliest. 2/2 ^EM,product_purchase,SEED_REVIEW_REQUIRED
80510,@4822 need assistance in uploading products.,"@133877 I understand that you are concerned about adding the products on the website, Nitu. You can contact our seller support team here: https://t.co/hITbmQzz2y so that they can assist you accordingly. ^PR",app_service_failure,SEED_REVIEW_REQUIRED
497350,"@AmazonHelp u sucks man ... prime member like faces this sort of service, not done at all .... not buying anything from @AmazonHelp again....",@233686 That's quite a remark. Apologies! Please elaborate your concern for us to assist you better. ^SV,prime_subscription,SEED_REVIEW_REQUIRED
637293,"@AmazonHelp Yes i have!! Ive already said this to an amazon colleague on facebook but no one is replying now, this is ridiculous!!","@271109 I'm so sorry Sophie! Since we don'tt have access to your account via Twitter or Facebook, please reach out to us here; https://t.co/hApLpMlfHN so we can better assist you with your delivery issue.
^AV",content_media,SEED_REVIEW_REQUIRED
707405,"Hey @115830 , my fire tv stick has stopped working today. Not connecting to internet anymore. Planned maintenance or likely gone kaput?",@289117 Hmm.. that's odd. Try some of these troubleshooting steps that resolve a some Fire TV issues: https://t.co/zRNMGYtw0d ^MJ,device_setup,SEED_REVIEW_REQUIRED
435158,@AmazonHelp I am trying to figure out what I do about a package that shows as delivered. We've checked around house and neighbors. Nothing.,@165053 I'm sorry your order is missing! Can you tell us who the carrier is: https://t.co/Y5jpI9gRhE? ^VS,order_delivery,SEED_REVIEW_REQUIRED
356417,"@AmazonHelp Closed and reopened the app, then restarted my phone. Tried wifi and cell, still getting the error. What's going on? https://t.co/bBgqnaGJT5",@200625 Please delete the app and reinstall it. Keep us posted on the outcome. ^CO,connectivity,SEED_REVIEW_REQUIRED
233444,"Dear @115850, need to confirm if payment for an order has been done through #AmazonPay or not. Could you help? #amazonprime",@171575 Please contact us here: https://t.co/vlvfJr4nN9 Aditya. We'll check this for you. ^HN,billing_payment,SEED_REVIEW_REQUIRED
58203,@115851 @115850 products r not delivering with commitment time as mentioned in amazon site.No proper response from CS. if u r not delivering with in time don't mention time frame in website.,@129216 That's quite a remark. Could you please let us know if any of your orders are yet to be delivered? We'd like to help you. ^MN,device_setup,SEED_REVIEW_REQUIRED
695195,.@115850 really needs a lesson or 2 on how to minimise packaging costs #HowToReuse? #TotalFail https://t.co/ruupIrvIq3,"@285800 I understand you concern. I'll ensure to share your comments internally. However, you may also provide the feedback here:https://t.co/cQ07FqoEBB. ^MN",feature_howto,SEED_REVIEW_REQUIRED
138927,@AmazonHelp Can I arrange a phone call with someone who has English as their first language?,"@147312 That is correct, Chris! Our specialist sent an e-mail with the subject line ""Your https://t.co/ykTUEmdsQA Enquiry"" on Thursday, 23 November 2017 at 15:45 GMT. I hope this information is helpful! ^SD",feature_howto,SEED_REVIEW_REQUIRED
437950,"No confiaba mucho en las compras por internet.. hasta que conocí @116875, siempre a tiempo, bien cuidado todo, súper confiables.. gracias Amazon 🙃🙃 https://t.co/erncktltaL","@219038 Gracias por compartir tu comentario, me alegra saber que has tenido una buena experiencia utilizando nuestro sitio web. ^VM https://t.co/lEQ6XyRquE",connectivity,SEED_REVIEW_REQUIRED
503406,"Ordered an echo from @115821 and it did not ship out until the second day (when it was supposed to arrive according to guaranteed delivery date). Now, on the 4th day of waiting UPS has delayed it.",@235303 Sorry for the wait! Have we provided an updated delivery date in your account here: https://t.co/Y5jpI9gRhE ? ^BG,order_delivery,SEED_REVIEW_REQUIRED
381728,@115850 @164163 @115850 there was an option to call. But it dint work after I typed my query. Hv attached d screenshot.Can I get a clear revert on it now?,"@206516 Sorry about the trouble, kindly clear your cache and cookies and then retry. Do keep us posted if the issue persists. ^EM",feature_howto,SEED_REVIEW_REQUIRED
440167,"@AmazonHelp Koennt Ihr mir sagen, ob Echo Show auch Amazon Video abspielen kann. Interessiert mich gerade mehr. Werde aus der Beschreibung nicht schlau.","@219463 Ja :) Siehe Produktseite: ...""genießen Sie Amazon Video und vieles mehr."" https://t.co/kLa0fn3X1A ^MF",content_media,SEED_REVIEW_REQUIRED
735659,"@AmazonHelp Vale, pero solo de este. No hay suficiente espacio en Internet para almacenar fotos de todos los pedidos de Amazon que llevo recibidos 😉","@295985 Cuéntanos, ¿cuántos pedidos has hecho este año? ^VM",connectivity,SEED_REVIEW_REQUIRED
665255,@AmazonHelp U shud check on ur system firstly my log in id no. is 9810573735,@219040 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public.(2/2) ^CB,account_access,SEED_REVIEW_REQUIRED
510408,.@AmazonHelp i tried to buy three 4K movies for 50 dollars and the cart never updates to show the reduced price. Help!,@237261 I'm sorry for the trouble experienced! Can you link us to the movies you're trying to purchase so we can take a look? ^JM,content_media,SEED_REVIEW_REQUIRED
283168,@AmazonHelp Toujours rien pour l'instant...,@183448 Mon collègue prend votre dossier en charge il vous tiendra informé des nouvelles dans les brefs délais . Merci de patienter ^BR,other_escalate,SEED_REVIEW_REQUIRED
153707,@AmazonHelp I ordered a PS plus 1 year subscription but it says additional verification required help please,"@151187 Hello Tee, have you received any emails from us regarding the order? ^TE",account_access,SEED_REVIEW_REQUIRED
232869,@AmazonHelp It's just an email asking for feedback on support quality.,"@171433 Please revert to the correspondence received from us for any assistance, we'll get back to you with an update shortly ^BS",other_escalate,SEED_REVIEW_REQUIRED
331620,.@AmazonHelp Every one of our Fire Sticks has gone haywire at same time. Can't connect to network; network is 100% online. [1/],@194968 I'm sorry for the trouble you're experiencing. Please try these troubleshooting steps: https://t.co/ctjQKAwOIP ^AC,connectivity,SEED_REVIEW_REQUIRED
124007,"@AmazonHelp Are you guys not reading what Im writing? I cannot accest the account. It was locked, so why on earth are you debitting me a 100 bucks for a prime membership for an account you won’t let me access! https://t.co/hkd3YVWKWE","@143734 When you get to the page that ^LA posted, click on skip sign in. This will allow you to give us the details we need to look into this for you. ^DG",prime_subscription,SEED_REVIEW_REQUIRED
331293,@115821 @116935 @AmazonHelp am I being gypped???? I barely had amazon music for even a week and now it had ended?? What gives? https://t.co/OBkLs6E2hh,@194882 Hmm..that's odd. We'd like to take a closer look at this with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^KP,content_media,SEED_REVIEW_REQUIRED
656064,"Bought a TV from @115821 and it artived damaged. Can’t get a replacement because it’s not in stock. Huge PITA getting refunded for the correct amount.

Customer service rep keeps confusing all the numbers. Miserable experience and a huge waste of my time. @AmazonHelp https://t.co/7tpk3DudVL","@276073 I'm so sorry to see how the TV arrived. Just to confirm, were we able to help with initiating the return? Also, did we finally get the refund figured out for you? ^LI",refund_return,SEED_REVIEW_REQUIRED
528221,@242291 @AmazonHelp @115830 I have requested on 21 and so far no discount has been made and I have not been charged. I do not want to cancel the order. I want to ship to Saudi Arabia,"@242290 Hi, without providing any personal information. Can you tell us what happened? ^KI",billing_payment,SEED_REVIEW_REQUIRED
497373,"@AmazonHelp My Amazon account was hacked this morning. The hackers changed the password and then the email address associated with the account, so I can't log in or access the email support form. I can't call your support line until later. What can be done about this now?",@233689 I'm sorry about the account issues. We don't have access to account information via Twitter. You'll want to reach out by phone or e-mail when you have time at this link here: https://t.co/Mb9cdi77Dy ^VS,security_privacy,SEED_REVIEW_REQUIRED
619197,"@115830 just treated myself to a kindle fire 7"" hoping that when it's setup all my books etc will appear ☺ can you recommend a case for it","@266930 Woop Woop! if there is ever a time to treat yourself, the bargains in Black friday are that time. I personally love this one and think it looks quite snazzy https://t.co/WQEESwY9SN What do you think?^SM",device_setup,SEED_REVIEW_REQUIRED
522630,"Hey @AmazonHelp, I can't mark that I'm purchasing an item on a friend's wish list elsewhere because after the login page, I get a ""too many redirects"" error. Happens on multiple browsers, devices, wish lists.",@240718 We'd like to have a closer look into this. Please report this to our support center here: https://t.co/vlvfJrlYEH. We'll assist you further. ^JS,account_access,SEED_REVIEW_REQUIRED
